date,agent,ticker,side,shares,price,fee,note,notional,cash_after,equity_after
2023-07-19,DrawdownBuyerAgent,000002,SELL,182,13.9,2.5298000000000003,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2529.8,6055.932069999972,76611.85206999998
2023-07-19,DrawdownBuyerAgent,000333,BUY,37,58.13,2.15081,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2150.81,3902.9712599999716,76609.70125999997
2023-07-19,DrawdownBuyerAgent,000858,SELL,26,168.32,4.37632,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,4376.32,8274.914939999971,76605.32493999998
2023-07-19,DrawdownBuyerAgent,002415,BUY,53,34.29,1.81737,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1817.37,6455.727569999972,76603.50756999999
2023-07-19,DrawdownBuyerAgent,300750,BUY,9,219.5,1.9755,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1975.5,4478.252069999971,76601.53206999999
2023-07-19,DrawdownBuyerAgent,600036,BUY,75,31.58,2.3685,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2368.5,2107.3835699999713,76599.16356999999
2023-07-19,DrawdownBuyerAgent,601318,BUY,13,47.77,0.62101,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,621.01,1485.7525599999713,76598.54255999997
2023-07-19,DrawdownBuyerAgent,601899,SELL,216,12.59,2.71944,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2719.44,4202.4731199999715,76595.82311999997
2023-07-19,RandomAgent,000002,SELL,114,13.9,1.5846000000000002,RandomAgent: own strategy blended with communicated beliefs.,1584.6000000000001,15155.997519999992,74767.14751999998
2023-07-19,RandomAgent,000858,SELL,30,168.32,5.0496,RandomAgent: own strategy blended with communicated beliefs.,5049.599999999999,20200.547919999994,74762.09791999999
2023-07-19,RandomAgent,002415,BUY,235,34.29,8.05815,RandomAgent: own strategy blended with communicated beliefs.,8058.15,12134.339769999995,74754.03976999999
2023-07-19,RandomAgent,002594,BUY,16,264.83,4.23728,RandomAgent: own strategy blended with communicated beliefs.,4237.28,7892.822489999995,74749.80248999999
2023-07-19,RandomAgent,300750,BUY,26,219.5,5.707,RandomAgent: own strategy blended with communicated beliefs.,5707.0,2180.1154899999947,74744.09549
2023-07-19,RandomAgent,600036,BUY,27,31.58,0.85266,RandomAgent: own strategy blended with communicated beliefs.,852.66,1326.6028299999948,74743.24283
2023-07-19,RandomAgent,600519,SELL,2,1723.0,3.446,RandomAgent: own strategy blended with communicated beliefs.,3446.0,4769.156829999994,74739.79683
2023-07-19,RandomAgent,601318,SELL,79,47.77,3.7738300000000002,RandomAgent: own strategy blended with communicated beliefs.,3773.8300000000004,8539.212999999994,74736.02299999999
2023-07-19,RandomAgent,601899,BUY,395,12.59,4.973050000000001,RandomAgent: own strategy blended with communicated beliefs.,4973.05,3561.1899499999945,74731.04995
2023-07-19,CommitteeTeamAgent,000002,SELL,341,13.9,4.7399000000000004,CommitteeTeamAgent: own strategy blended with communicated beliefs.,4739.900000000001,9856.11683000005,76210.48683000004
2023-07-19,CommitteeTeamAgent,000333,BUY,18,58.13,1.0463400000000003,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1046.3400000000001,8808.730490000049,76209.44049000005
2023-07-19,CommitteeTeamAgent,000858,SELL,36,168.32,6.05952,CommitteeTeamAgent: own strategy blended with communicated beliefs.,6059.5199999999995,14862.190970000049,76203.38097000004
2023-07-19,CommitteeTeamAgent,002415,SELL,16,34.29,0.54864,CommitteeTeamAgent: own strategy blended with communicated beliefs.,548.64,15410.282330000047,76202.83233000005
2023-07-19,CommitteeTeamAgent,002594,SELL,7,264.83,1.85381,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1853.81,17262.238520000046,76200.97852000005
2023-07-19,CommitteeTeamAgent,300750,BUY,40,219.5,8.78,CommitteeTeamAgent: own strategy blended with communicated beliefs.,8780.0,8473.458520000046,76192.19852000005
2023-07-19,CommitteeTeamAgent,600036,BUY,179,31.58,5.65282,CommitteeTeamAgent: own strategy blended with communicated beliefs.,5652.82,2814.9857000000457,76186.54570000005
2023-07-19,CommitteeTeamAgent,600519,SELL,1,1723.0,1.723,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1723.0,4536.262700000046,76184.82270000005
2023-07-19,CommitteeTeamAgent,601318,SELL,48,47.77,2.29296,CommitteeTeamAgent: own strategy blended with communicated beliefs.,2292.96,6826.929740000046,76182.52974000004
2023-07-19,CommitteeTeamAgent,601899,BUY,349,12.59,4.39391,CommitteeTeamAgent: own strategy blended with communicated beliefs.,4393.91,2428.6258300000463,76178.13583000004
2023-07-19,DynamicTeamAgent,000002,SELL,342,13.9,4.7538,DynamicTeamAgent: own strategy blended with communicated beliefs.,4753.8,9983.293490000042,76325.99349000004
2023-07-19,DynamicTeamAgent,000333,BUY,21,58.13,1.22073,DynamicTeamAgent: own strategy blended with communicated beliefs.,1220.73,8761.342760000041,76324.77276000004
2023-07-19,DynamicTeamAgent,000858,SELL,36,168.32,6.05952,DynamicTeamAgent: own strategy blended with communicated beliefs.,6059.5199999999995,14814.80324000004,76318.71324000004
2023-07-19,DynamicTeamAgent,002415,SELL,16,34.29,0.54864,DynamicTeamAgent: own strategy blended with communicated beliefs.,548.64,15362.894600000038,76318.16460000005
2023-07-19,DynamicTeamAgent,002594,SELL,7,264.83,1.85381,DynamicTeamAgent: own strategy blended with communicated beliefs.,1853.81,17214.850790000037,76316.31079000005
2023-07-19,DynamicTeamAgent,300750,BUY,40,219.5,8.78,DynamicTeamAgent: own strategy blended with communicated beliefs.,8780.0,8426.070790000036,76307.53079000005
2023-07-19,DynamicTeamAgent,600036,BUY,180,31.58,5.6844,DynamicTeamAgent: own strategy blended with communicated beliefs.,5684.4,2735.9863900000364,76301.84639000004
2023-07-19,DynamicTeamAgent,600519,SELL,1,1723.0,1.723,DynamicTeamAgent: own strategy blended with communicated beliefs.,1723.0,4457.263390000036,76300.12339000004
2023-07-19,DynamicTeamAgent,601318,SELL,49,47.77,2.34073,DynamicTeamAgent: own strategy blended with communicated beliefs.,2340.73,6795.652660000036,76297.78266000004
2023-07-19,DynamicTeamAgent,601899,BUY,349,12.59,4.39391,DynamicTeamAgent: own strategy blended with communicated beliefs.,4393.91,2397.3487500000365,76293.38875000004
2023-07-19,TruthfulReporterAgent,000002,SELL,103,13.9,1.4317,TruthfulReporterAgent: own strategy blended with communicated beliefs.,1431.7,20583.32436999991,83991.8443699999
2023-07-19,TruthfulReporterAgent,000333,BUY,95,58.13,5.52235,TruthfulReporterAgent: own strategy blended with communicated beliefs.,5522.35,15055.45201999991,83986.3220199999
2023-07-19,TruthfulReporterAgent,000858,SELL,16,168.32,2.69312,TruthfulReporterAgent: own strategy blended with communicated beliefs.,2693.12,17745.87889999991,83983.62889999991
2023-07-19,TruthfulReporterAgent,002594,SELL,50,264.83,13.2415,TruthfulReporterAgent: own strategy blended with communicated beliefs.,13241.5,30974.13739999991,83970.3873999999
2023-07-19,TruthfulReporterAgent,300750,BUY,15,219.5,3.2925,TruthfulReporterAgent: own strategy blended with communicated beliefs.,3292.5,27678.34489999991,83967.09489999991
2023-07-19,TruthfulReporterAgent,600519,BUY,4,1723.0,6.892,TruthfulReporterAgent: own strategy blended with communicated beliefs.,6892.0,20779.45289999991,83960.20289999992
2023-07-19,TruthfulReporterAgent,601899,BUY,1311,12.59,16.50549,TruthfulReporterAgent: own strategy blended with communicated beliefs.,16505.49,4257.457409999908,83943.6974099999
2023-07-19,PersuaderAgent,000002,SELL,1051,13.9,14.6089,PersuaderAgent: own strategy blended with communicated beliefs.,14608.9,39810.60019999998,70904.23019999998
2023-07-19,PersuaderAgent,000333,BUY,127,58.13,7.382510000000001,PersuaderAgent: own strategy blended with communicated beliefs.,7382.51,32420.707689999977,70896.84768999998
2023-07-19,PersuaderAgent,000858,SELL,67,168.32,11.277439999999999,PersuaderAgent: own strategy blended with communicated beliefs.,11277.439999999999,43686.87024999998,70885.57024999998
2023-07-19,PersuaderAgent,002594,BUY,15,264.83,3.97245,PersuaderAgent: own strategy blended with communicated beliefs.,3972.45,39710.44779999998,70881.59779999999
2023-07-19,PersuaderAgent,300750,BUY,99,219.5,21.7305,PersuaderAgent: own strategy blended with communicated beliefs.,21730.5,17958.21729999998,70859.86729999997
2023-07-19,PersuaderAgent,600519,SELL,3,1723.0,5.1690000000000005,PersuaderAgent: own strategy blended with communicated beliefs.,5169.0,23122.048299999977,70854.69829999997
2023-07-19,FreeRiderAgent,000002,SELL,82,13.9,1.1398,FreeRiderAgent: own strategy blended with communicated beliefs.,1139.8,4596.799350000047,70277.48935000005
2023-07-19,FreeRiderAgent,000858,SELL,14,168.32,2.35648,FreeRiderAgent: own strategy blended with communicated beliefs.,2356.48,6950.922870000046,70275.13287000006
2023-07-19,FreeRiderAgent,002594,BUY,2,264.83,0.52966,FreeRiderAgent: own strategy blended with communicated beliefs.,529.66,6420.733210000046,70274.60321000004
2023-07-19,FreeRiderAgent,300750,BUY,13,219.5,2.8535,FreeRiderAgent: own strategy blended with communicated beliefs.,2853.5,3564.3797100000456,70271.74971000005
2023-07-19,FreeRiderAgent,600519,SELL,2,1723.0,3.446,FreeRiderAgent: own strategy blended with communicated beliefs.,3446.0,7006.933710000046,70268.30371000004
2023-07-19,FreeRiderAgent,601318,SELL,145,47.77,6.92665,FreeRiderAgent: own strategy blended with communicated beliefs.,6926.650000000001,13926.657060000047,70261.37706000004
2023-07-19,ContrarianAgent,000002,SELL,39,13.9,0.5421,ContrarianAgent: own strategy blended with communicated beliefs.,542.1,5124.429869999968,80795.98986999998
2023-07-19,ContrarianAgent,000333,SELL,7,58.13,0.40691000000000005,ContrarianAgent: own strategy blended with communicated beliefs.,406.91,5530.932959999968,80795.58295999997
2023-07-19,ContrarianAgent,300750,BUY,8,219.5,1.756,ContrarianAgent: own strategy blended with communicated beliefs.,1756.0,3773.176959999968,80793.82695999998
2023-07-19,ContrarianAgent,600036,BUY,81,31.58,2.55798,ContrarianAgent: own strategy blended with communicated beliefs.,2557.98,1212.638979999968,80791.26898
2023-07-19,ContrarianAgent,601318,BUY,11,47.77,0.52547,ContrarianAgent: own strategy blended with communicated beliefs.,525.47,686.6435099999678,80790.74350999999
2023-07-19,ContrarianAgent,601899,SELL,297,12.59,3.73923,ContrarianAgent: own strategy blended with communicated beliefs.,3739.23,4422.1342799999675,80787.00428
2023-07-19,SocialGraphAgent,000002,SELL,391,13.9,5.434900000000001,社交图谱型：按有向图影响力混合团队与通信信念。,5434.900000000001,9140.35912000001,74701.37912000001
2023-07-19,SocialGraphAgent,000333,BUY,6,58.13,0.34878000000000003,社交图谱型：按有向图影响力混合团队与通信信念。,348.78000000000003,8791.23034000001,74701.03034000001
2023-07-19,SocialGraphAgent,000858,SELL,23,168.32,3.8713599999999997,社交图谱型：按有向图影响力混合团队与通信信念。,3871.3599999999997,12658.71898000001,74697.15898000001
2023-07-19,SocialGraphAgent,002594,SELL,10,264.83,2.6483,社交图谱型：按有向图影响力混合团队与通信信念。,2648.2999999999997,15304.370680000009,74694.51068
2023-07-19,SocialGraphAgent,300750,BUY,41,219.5,8.9995,社交图谱型：按有向图影响力混合团队与通信信念。,8999.5,6295.871180000009,74685.51118
2023-07-19,SocialGraphAgent,600036,BUY,175,31.58,5.5265,社交图谱型：按有向图影响力混合团队与通信信念。,5526.5,763.8446800000092,74679.98468000001
2023-07-19,SocialGraphAgent,600519,SELL,2,1723.0,3.446,社交图谱型：按有向图影响力混合团队与通信信念。,3446.0,4206.398680000009,74676.53868000001
2023-07-19,SocialGraphAgent,601318,SELL,55,47.77,2.6273500000000003,社交图谱型：按有向图影响力混合团队与通信信念。,2627.3500000000004,6831.12133000001,74673.91133
2023-07-19,SocialGraphAgent,601899,BUY,349,12.59,4.39391,社交图谱型：按有向图影响力混合团队与通信信念。,4393.91,2432.8174200000103,74669.51742
2023-07-26,MomentumAgent,000333,SELL,356,58.58,20.85448,MomentumAgent: own strategy blended with communicated beliefs.,20854.48,25605.62564000002,84670.28564000002
2023-07-26,MomentumAgent,000858,BUY,51,177.8,9.067800000000002,MomentumAgent: own strategy blended with communicated beliefs.,9067.800000000001,16528.75784000002,84661.21784000001
2023-07-26,MomentumAgent,002594,SELL,30,262.09,7.862699999999999,MomentumAgent: own strategy blended with communicated beliefs.,7862.699999999999,24383.595140000016,84653.35514000001
2023-07-26,MomentumAgent,300750,SELL,6,226.66,1.35996,MomentumAgent: own strategy blended with communicated beliefs.,1359.96,25742.195180000013,84651.99518000001
2023-07-26,MomentumAgent,601318,BUY,276,49.46,13.650960000000001,MomentumAgent: own strategy blended with communicated beliefs.,13650.960000000001,12077.584220000012,84638.34422
2023-07-26,MomentumAgent,601899,BUY,241,13.07,3.14987,MomentumAgent: own strategy blended with communicated beliefs.,3149.87,8924.564350000011,84635.19435
2023-07-26,MeanReversionAgent,000002,SELL,647,14.87,9.62089,MeanReversionAgent: own strategy blended with communicated beliefs.,9620.89,34785.90263000004,78465.54263000004
2023-07-26,MeanReversionAgent,000333,SELL,175,58.58,10.2515,MeanReversionAgent: own strategy blended with communicated beliefs.,10251.5,45027.15113000004,78455.29113000004
2023-07-26,MeanReversionAgent,000858,SELL,4,177.8,0.7112,MeanReversionAgent: own strategy blended with communicated beliefs.,711.2,45737.63993000004,78454.57993000004
2023-07-26,MeanReversionAgent,002594,BUY,88,262.09,23.06392,MeanReversionAgent: own strategy blended with communicated beliefs.,23063.92,22650.656010000042,78431.51601000005
2023-07-26,MeanReversionAgent,300750,SELL,65,226.66,14.7329,MeanReversionAgent: own strategy blended with communicated beliefs.,14732.9,37368.82311000004,78416.78311000005
2023-07-26,MeanReversionAgent,600036,BUY,493,33.35,16.44155,MeanReversionAgent: own strategy blended with communicated beliefs.,16441.55,20910.831560000042,78400.34156000003
2023-07-26,MeanReversionAgent,601318,BUY,91,49.46,4.500859999999999,MeanReversionAgent: own strategy blended with communicated beliefs.,4500.86,16405.47070000004,78395.84070000003
2023-07-26,MeanReversionAgent,601899,BUY,531,13.07,6.94017,MeanReversionAgent: own strategy blended with communicated beliefs.,6940.17,9458.360530000042,78388.90053000004
2023-07-26,LowVolatilityAgent,000002,BUY,91,14.87,1.35317,LowVolatilityAgent: own strategy blended with communicated beliefs.,1353.1699999999998,13097.410239999996,72773.06023999999
2023-07-26,LowVolatilityAgent,000333,SELL,146,58.58,8.55268,LowVolatilityAgent: own strategy blended with communicated beliefs.,8552.68,21641.537559999997,72764.50756
2023-07-26,LowVolatilityAgent,000858,BUY,41,177.8,7.2898000000000005,LowVolatilityAgent: own strategy blended with communicated beliefs.,7289.8,14344.447759999997,72757.21776
2023-07-26,LowVolatilityAgent,002594,SELL,37,262.09,9.697330000000001,LowVolatilityAgent: own strategy blended with communicated beliefs.,9697.33,24032.080429999998,72747.52043
2023-07-26,LowVolatilityAgent,300750,SELL,4,226.66,0.90664,LowVolatilityAgent: own strategy blended with communicated beliefs.,906.64,24937.813789999997,72746.61379
2023-07-26,LowVolatilityAgent,600519,BUY,4,1828.55,7.3142,LowVolatilityAgent: own strategy blended with communicated beliefs.,7314.2,17616.299589999995,72739.29959
2023-07-26,LowVolatilityAgent,601318,BUY,81,49.46,4.00626,LowVolatilityAgent: own strategy blended with communicated beliefs.,4006.26,13606.033329999995,72735.29333
2023-07-26,LowVolatilityAgent,601899,BUY,707,13.07,9.24049,LowVolatilityAgent: own strategy blended with communicated beliefs.,9240.49,4356.302839999995,72726.05283999999
2023-07-26,DrawdownBuyerAgent,000002,SELL,27,14.87,0.40148999999999996,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,401.48999999999995,4603.561629999971,78891.09162999997
2023-07-26,DrawdownBuyerAgent,000333,SELL,33,58.58,1.9331399999999999,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1933.1399999999999,6534.76848999997,78889.15848999997
2023-07-26,DrawdownBuyerAgent,000858,SELL,7,177.8,1.2446000000000002,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1244.6000000000001,7778.123889999971,78887.91388999997
2023-07-26,DrawdownBuyerAgent,002415,SELL,17,34.11,0.57987,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,579.87,8357.414019999971,78887.33401999997
2023-07-26,DrawdownBuyerAgent,002594,BUY,19,262.09,4.979709999999999,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,4979.709999999999,3372.7243099999723,78882.35430999998
2023-07-26,DrawdownBuyerAgent,300750,SELL,56,226.66,12.69296,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,12692.96,16052.991349999971,78869.66134999997
2023-07-26,DrawdownBuyerAgent,600036,BUY,62,33.35,2.0677000000000003,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2067.7000000000003,13983.22364999997,78867.59364999998
2023-07-26,DrawdownBuyerAgent,600519,SELL,1,1828.55,1.82855,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1828.55,15809.94509999997,78865.76509999998
2023-07-26,DrawdownBuyerAgent,601318,BUY,208,49.46,10.28768,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,10287.68,5511.97741999997,78855.47741999997
2023-07-26,DrawdownBuyerAgent,601899,BUY,152,13.07,1.9866400000000002,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1986.64,3523.3507799999697,78853.49077999996
2023-07-26,RandomAgent,000002,BUY,64,14.87,0.95168,RandomAgent: own strategy blended with communicated beliefs.,951.68,2608.5582699999945,76526.92826999999
2023-07-26,RandomAgent,000333,SELL,58,58.58,3.39764,RandomAgent: own strategy blended with communicated beliefs.,3397.64,6002.800629999994,76523.53063
2023-07-26,RandomAgent,002415,SELL,222,34.11,7.57242,RandomAgent: own strategy blended with communicated beliefs.,7572.42,13567.648209999994,76515.95821
2023-07-26,RandomAgent,300750,SELL,35,226.66,7.9331,RandomAgent: own strategy blended with communicated beliefs.,7933.099999999999,21492.815109999996,76508.02510999999
2023-07-26,RandomAgent,600036,BUY,46,33.35,1.5341000000000002,RandomAgent: own strategy blended with communicated beliefs.,1534.1000000000001,19957.181009999997,76506.49101
2023-07-26,RandomAgent,600519,BUY,2,1828.55,3.6571,RandomAgent: own strategy blended with communicated beliefs.,3657.1,16296.423909999998,76502.83390999999
2023-07-26,RandomAgent,601318,BUY,134,49.46,6.62764,RandomAgent: own strategy blended with communicated beliefs.,6627.64,9662.156269999998,76496.20626999998
2023-07-26,RandomAgent,601899,BUY,406,13.07,5.30642,RandomAgent: own strategy blended with communicated beliefs.,5306.42,4350.429849999998,76490.89985
2023-07-26,CommitteeTeamAgent,000002,SELL,189,14.87,2.8104299999999998,CommitteeTeamAgent: own strategy blended with communicated beliefs.,2810.43,5236.245400000046,77892.46540000004
2023-07-26,CommitteeTeamAgent,000333,SELL,222,58.58,13.004760000000001,CommitteeTeamAgent: own strategy blended with communicated beliefs.,13004.76,18228.000640000046,77879.46064000005
2023-07-26,CommitteeTeamAgent,000858,BUY,28,177.8,4.978400000000001,CommitteeTeamAgent: own strategy blended with communicated beliefs.,4978.400000000001,13244.622240000044,77874.48224000004
2023-07-26,CommitteeTeamAgent,002415,BUY,30,34.11,1.0232999999999999,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1023.3,12220.298940000044,77873.45894000004
2023-07-26,CommitteeTeamAgent,300750,SELL,35,226.66,7.9331,CommitteeTeamAgent: own strategy blended with communicated beliefs.,7933.099999999999,20145.465840000044,77865.52584000005
2023-07-26,CommitteeTeamAgent,600036,SELL,90,33.35,3.0015,CommitteeTeamAgent: own strategy blended with communicated beliefs.,3001.5,23143.964340000046,77862.52434000005
2023-07-26,CommitteeTeamAgent,600519,BUY,2,1828.55,3.6571,CommitteeTeamAgent: own strategy blended with communicated beliefs.,3657.1,19483.207240000047,77858.86724000005
2023-07-26,CommitteeTeamAgent,601318,BUY,199,49.46,9.842540000000001,CommitteeTeamAgent: own strategy blended with communicated beliefs.,9842.54,9630.824700000047,77849.02470000005
2023-07-26,CommitteeTeamAgent,601899,BUY,420,13.07,5.489400000000001,CommitteeTeamAgent: own strategy blended with communicated beliefs.,5489.400000000001,4135.935300000046,77843.53530000005
2023-07-26,DynamicTeamAgent,000002,SELL,188,14.87,2.79556,DynamicTeamAgent: own strategy blended with communicated beliefs.,2795.56,5190.113190000037,78009.91319000004
2023-07-26,DynamicTeamAgent,000333,SELL,221,58.58,12.94618,DynamicTeamAgent: own strategy blended with communicated beliefs.,12946.18,18123.347010000038,77996.96701000004
2023-07-26,DynamicTeamAgent,000858,BUY,28,177.8,4.978400000000001,DynamicTeamAgent: own strategy blended with communicated beliefs.,4978.400000000001,13139.968610000036,77991.98861000004
2023-07-26,DynamicTeamAgent,002415,BUY,30,34.11,1.0232999999999999,DynamicTeamAgent: own strategy blended with communicated beliefs.,1023.3,12115.645310000036,77990.96531000004
2023-07-26,DynamicTeamAgent,300750,SELL,35,226.66,7.9331,DynamicTeamAgent: own strategy blended with communicated beliefs.,7933.099999999999,20040.812210000036,77983.03221000003
2023-07-26,DynamicTeamAgent,600036,SELL,91,33.35,3.03485,DynamicTeamAgent: own strategy blended with communicated beliefs.,3034.85,23072.627360000035,77979.99736000004
2023-07-26,DynamicTeamAgent,600519,BUY,2,1828.55,3.6571,DynamicTeamAgent: own strategy blended with communicated beliefs.,3657.1,19411.870260000036,77976.34026000004
2023-07-26,DynamicTeamAgent,601318,BUY,199,49.46,9.842540000000001,DynamicTeamAgent: own strategy blended with communicated beliefs.,9842.54,9559.487720000036,77966.49772000004
2023-07-26,DynamicTeamAgent,601899,BUY,416,13.07,5.43712,DynamicTeamAgent: own strategy blended with communicated beliefs.,5437.12,4116.930600000036,77961.06060000004
2023-07-26,TruthfulReporterAgent,000333,SELL,373,58.58,21.85034,TruthfulReporterAgent: own strategy blended with communicated beliefs.,21850.34,26085.947069999907,85557.6170699999
2023-07-26,TruthfulReporterAgent,000858,BUY,52,177.8,9.245600000000001,TruthfulReporterAgent: own strategy blended with communicated beliefs.,9245.6,16831.101469999907,85548.3714699999
2023-07-26,TruthfulReporterAgent,002594,SELL,24,262.09,6.29016,TruthfulReporterAgent: own strategy blended with communicated beliefs.,6290.16,23114.971309999906,85542.0813099999
2023-07-26,TruthfulReporterAgent,300750,SELL,7,226.66,1.58662,TruthfulReporterAgent: own strategy blended with communicated beliefs.,1586.62,24700.004689999907,85540.4946899999
2023-07-26,TruthfulReporterAgent,601318,BUY,273,49.46,13.50258,TruthfulReporterAgent: own strategy blended with communicated beliefs.,13502.58,11183.922109999907,85526.99210999992
2023-07-26,TruthfulReporterAgent,601899,BUY,183,13.07,2.39181,TruthfulReporterAgent: own strategy blended with communicated beliefs.,2391.81,8789.720299999906,85524.6002999999
2023-07-26,PersuaderAgent,000002,SELL,747,14.87,11.10789,PersuaderAgent: own strategy blended with communicated beliefs.,11107.89,34218.83040999998,72370.09040999998
2023-07-26,PersuaderAgent,000333,SELL,166,58.58,9.724279999999998,PersuaderAgent: own strategy blended with communicated beliefs.,9724.279999999999,43933.38612999998,72360.36612999998
2023-07-26,PersuaderAgent,000858,SELL,4,177.8,0.7112,PersuaderAgent: own strategy blended with communicated beliefs.,711.2,44643.874929999976,72359.65492999998
2023-07-26,PersuaderAgent,002594,BUY,81,262.09,21.22929,PersuaderAgent: own strategy blended with communicated beliefs.,21229.289999999997,23393.35563999998,72338.42563999997
2023-07-26,PersuaderAgent,300750,SELL,51,226.66,11.559660000000001,PersuaderAgent: own strategy blended with communicated beliefs.,11559.66,34941.455979999984,72326.86597999997
2023-07-26,PersuaderAgent,600036,BUY,484,33.35,16.1414,PersuaderAgent: own strategy blended with communicated beliefs.,16141.400000000001,18783.914579999982,72310.72457999998
2023-07-26,PersuaderAgent,601318,BUY,119,49.46,5.88574,PersuaderAgent: own strategy blended with communicated beliefs.,5885.74,12892.288839999983,72304.83883999998
2023-07-26,PersuaderAgent,601899,BUY,628,13.07,8.207960000000002,PersuaderAgent: own strategy blended with communicated beliefs.,8207.960000000001,4676.120879999982,72296.63087999998
2023-07-26,FreeRiderAgent,000002,BUY,83,14.87,1.23421,FreeRiderAgent: own strategy blended with communicated beliefs.,1234.21,12691.212850000047,70685.22285000005
2023-07-26,FreeRiderAgent,000333,SELL,149,58.58,8.72842,FreeRiderAgent: own strategy blended with communicated beliefs.,8728.42,21410.904430000046,70676.49443000005
2023-07-26,FreeRiderAgent,000858,BUY,40,177.8,7.112,FreeRiderAgent: own strategy blended with communicated beliefs.,7112.0,14291.792430000045,70669.38243000004
2023-07-26,FreeRiderAgent,002594,SELL,33,262.09,8.64897,FreeRiderAgent: own strategy blended with communicated beliefs.,8648.97,22932.113460000048,70660.73346000005
2023-07-26,FreeRiderAgent,300750,SELL,5,226.66,1.1333,FreeRiderAgent: own strategy blended with communicated beliefs.,1133.3,24064.280160000046,70659.60016000005
2023-07-26,FreeRiderAgent,600519,BUY,4,1828.55,7.3142,FreeRiderAgent: own strategy blended with communicated beliefs.,7314.2,16742.765960000048,70652.28596000004
2023-07-26,FreeRiderAgent,601318,BUY,76,49.46,3.75896,FreeRiderAgent: own strategy blended with communicated beliefs.,3758.96,12980.047000000048,70648.52700000005
2023-07-26,FreeRiderAgent,601899,BUY,671,13.07,8.769969999999999,FreeRiderAgent: own strategy blended with communicated beliefs.,8769.97,4201.307030000049,70639.75703000005
2023-07-26,ContrarianAgent,000333,BUY,16,58.58,0.93728,ContrarianAgent: own strategy blended with communicated beliefs.,937.28,3483.9169999999676,82964.25699999997
2023-07-26,ContrarianAgent,002415,BUY,94,34.11,3.2063400000000004,ContrarianAgent: own strategy blended with communicated beliefs.,3206.34,274.3706599999673,82961.05065999998
2023-07-26,ContrarianAgent,300750,SELL,47,226.66,10.653020000000001,ContrarianAgent: own strategy blended with communicated beliefs.,10653.02,10916.737639999968,82950.39763999997
2023-07-26,ContrarianAgent,600036,BUY,72,33.35,2.4012000000000002,ContrarianAgent: own strategy blended with communicated beliefs.,2401.2000000000003,8513.13643999997,82947.99643999997
2023-07-26,ContrarianAgent,600519,SELL,1,1828.55,1.82855,ContrarianAgent: own strategy blended with communicated beliefs.,1828.55,10339.857889999968,82946.16788999997
2023-07-26,ContrarianAgent,601318,BUY,151,49.46,7.46846,ContrarianAgent: own strategy blended with communicated beliefs.,7468.46,2863.9294299999683,82938.69942999998
2023-07-26,ContrarianAgent,601899,SELL,377,13.07,4.927390000000001,ContrarianAgent: own strategy blended with communicated beliefs.,4927.39,7786.392039999969,82933.77203999997
2023-07-26,SocialGraphAgent,000002,SELL,49,14.87,0.72863,社交图谱型：按有向图影响力混合团队与通信信念。,728.63,3160.7187900000104,76316.60879000001
2023-07-26,SocialGraphAgent,000333,SELL,223,58.58,13.06334,社交图谱型：按有向图影响力混合团队与通信信念。,13063.34,16210.99545000001,76303.54545
2023-07-26,SocialGraphAgent,000858,BUY,23,177.8,4.0894,社交图谱型：按有向图影响力混合团队与通信信念。,4089.4,12117.506050000009,76299.45605000001
2023-07-26,SocialGraphAgent,002415,BUY,17,34.11,0.57987,社交图谱型：按有向图影响力混合团队与通信信念。,579.87,11537.056180000009,76298.87618
2023-07-26,SocialGraphAgent,002594,BUY,10,262.09,2.6209,社交图谱型：按有向图影响力混合团队与通信信念。,2620.8999999999996,8913.53528000001,76296.25528000001
2023-07-26,SocialGraphAgent,300750,SELL,41,226.66,9.29306,社交图谱型：按有向图影响力混合团队与通信信念。,9293.06,18197.30222000001,76286.96222000002
2023-07-26,SocialGraphAgent,600036,SELL,117,33.35,3.9019500000000003,社交图谱型：按有向图影响力混合团队与通信信念。,3901.9500000000003,22095.35027000001,76283.06027000002
2023-07-26,SocialGraphAgent,600519,BUY,1,1828.55,1.82855,社交图谱型：按有向图影响力混合团队与通信信念。,1828.55,20264.97172000001,76281.23172000001
